time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-22 00:00:00+00:00,9,8,42,14
2025-09-23 00:00:00+00:00,28,9,21,11
2025-09-24 00:00:00+00:00,3,2,19,14
2025-09-25 00:00:00+00:00,9,6,85,16
2025-09-26 00:00:00+00:00,5,4,45,13
2025-09-27 00:00:00+00:00,7,5,28,5
2025-09-28 00:00:00+00:00,10,6,11,7
2025-09-29 00:00:00+00:00,6,5,45,16
2025-09-30 00:00:00+00:00,7,4,37,17
2025-10-01 00:00:00+00:00,10,6,29,15
2025-10-02 00:00:00+00:00,7,5,12,7
2025-10-03 00:00:00+00:00,7,6,49,17
2025-10-04 00:00:00+00:00,6,5,6,5
2025-10-05 00:00:00+00:00,5,3,17,5
