time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-16 00:00:00+00:00,9,7,6,5
2025-11-17 00:00:00+00:00,6,6,50,24
2025-11-18 00:00:00+00:00,9,7,40,16
2025-11-19 00:00:00+00:00,8,6,57,13
2025-11-20 00:00:00+00:00,13,8,42,18
2025-11-21 00:00:00+00:00,9,7,22,11
2025-11-22 00:00:00+00:00,7,6,36,15
2025-11-23 00:00:00+00:00,6,5,43,10
2025-11-24 00:00:00+00:00,9,7,105,24
2025-11-25 00:00:00+00:00,15,11,42,19
2025-11-26 00:00:00+00:00,34,27,58,18
2025-11-27 00:00:00+00:00,38,29,149,24
2025-11-28 00:00:00+00:00,26,19,42,15
2025-11-29 00:00:00+00:00,25,20,11,7
